city_name,population,email,website,email_verified
Orléans,116357,info@orleans-metropole.fr,https://www.orleans.fr/,api-lannuaire
Montreuil,111934,,https://www.montreuil.fr/,
Caen,109400,info@caen.fr,caen.fr,yes
Saint-Paul,108088,maire@mairie-saintpaul.fr,https://www.mairie-saintpaul.re/,api-lannuaire
Argenteuil,106130,mairie@ville-argenteuil.fr,argenteuil.fr,yes
Mulhouse,104978,courrier@mulhouse.fr,mulhouse.fr,yes
Nancy,103671,courrier@mairie-nancy.fr,nancy.fr,yes
Tourcoing,98772,accueil@ville-tourcoing.fr,tourcoing.fr,yes
Roubaix,98286,contact@ville-roubaix.fr,ville-roubaix.fr,yes
Nanterre,97783,dpo@mairie-nanterre.fr,nanterre.fr,unverified - only DPO found
Vitry-sur-Seine,93963,mairie@mairie-vitry94.fr,vitry94.com,yes
Asnières-sur-Seine,93941,,https://asnieres-sur-seine.fr/,
Créteil,93397,,https://www.ville-creteil.fr/,
Avignon,92188,contact@mairie-avignon.com,https://www.avignon.fr/,api-lannuaire
Colombes,91053,info@mairie-colombes.fr,colombes.fr,yes
Poitiers,89916,accueil@poitiers.fr,poitiers.fr,yes
Aubervilliers,88365,cabinet@mairie-aubervilliers.fr,aubervilliers.fr,yes
Aulnay-sous-Bois,87599,mairie@aulnay-sous-bois.fr,aulnay-sous-bois.fr,yes
Dunkerque,86263,contact@ville-dunkerque.fr,https://www.ville-dunkerque.fr/,api-lannuaire
Nouméa,85976,,https://www.noumea.nc/,
Saint-Pierre,85038,courrier@saintpierre.re,https://www.saintpierre.re/,api-lannuaire
Versailles,84095,versailles@versailles.fr,versailles.fr,yes
Courbevoie,82902,mairie@ville-courbevoie.fr,ville-courbevoie.fr,yes
Rueil-Malmaison,82874,info@mairie-rueilmalmaison.fr,villederueil.fr,yes
Le Tampon,82579,courrier@mairie-tampon.fr,https://www.letampon.fr,api-lannuaire
Béziers,81545,contact@beziers.fr,https://www.ville-beziers.fr/,api-lannuaire
Pau,80441,mairie-de-pau@ville-pau.fr,pau.fr,yes
La Rochelle,79851,contact@ville-larochelle.fr,larochelle.fr,yes
Cherbourg-en-Cotentin,78258,population.50460@cherbourg.fr,https://www.cherbourg.fr/,api-lannuaire
Mérignac,78090,contact@merignac.com,https://www.merignac.com/,api-lannuaire
Champigny-sur-Marne,78072,contact@mairie-champigny.fr,champigny94.fr,yes
Antibes,77637,mairie@ville-antibes.fr,antibes-juanlespins.com,yes
Saint-Maur-des-Fossés,76572,nouscontacter@mairie-saint-maur.com,https://www.saint-maur.com/,api-lannuaire
Ajaccio,76320,mairie@ajaccio.fr,ajaccio.fr,yes
Fort-de-France,75506,contact@fortdefrance.fr,https://www.fortdefrance.fr/,api-lannuaire
Saint-Nazaire,74568,contact@mairie-saintnazaire.fr,saintnazaire.fr,yes
Cannes,74350,mairie@ville-cannes.fr,cannes.com,yes
Noisy-le-Grand,72978,mairie@noisylegrand.fr,noisylegrand.fr,yes
Drancy,72390,cabinet-du-maire@ville-drancy.fr,drancy.fr,yes
Mamoudzou,71437,secretariat.dgs@mamoudzou.yt,https://www.mamoudzou.yt/,api-lannuaire
Cergy,70906,mairie@cergy.fr,cergy.fr,yes
Levallois-Perret,68092,contact@ville-levallois.fr,ville-levallois.fr,yes
Issy-les-Moulineaux,67669,accueil@ville-issy.fr,issy.com,yes
Calais,67571,courrier@mairie-calais.fr,calais.fr,yes
Pessac,67339,mairie@pessac.fr,pessac.fr,yes
Colmar,66970,mairie@colmar.fr,colmar.fr,yes
Évry-Courcouronnes,66919,evrycourcouronnes@evrycourcouronnes.fr,https://www.evrycourcouronnes.fr,api-lannuaire
Vénissieux,65502,contact@ville-venissieux.fr,https://venissieux.fr/,api-lannuaire
Ivry-sur-Seine,65064,courrier@ivry94.fr,ivry94.fr,yes
Valence,64458,mairie@mairie-valence.fr,valence.fr,yes
Clichy,64410,cabinet@ville-clichy.fr,ville-clichy.fr,yes
Quimper,64385,mairie@quimper.bzh,quimper.bzh,yes
Antony,64263,communication@ville-antony.fr,ville-antony.fr,yes
Bourges,64186,info@ville-bourges.fr,ville-bourges.fr,yes
La Seyne-sur-Mer,63732,mairie@la-seyne.fr,la-seyne.fr,yes
Montauban,62945,mairie@ville-montauban.fr,ville-montauban.fr,yes
Villeneuve-d'Ascq,62868,,https://www.villeneuvedascq.fr,
Cayenne,62675,contact@ville-cayenne.fr,https://ville-cayenne.com/,api-lannuaire
Le Blanc-Mesnil,62376,mairie@blancmesnil.fr,blancmesnil.fr,yes
Troyes,62088,relations.usagers@ville-troyes.fr,ville-troyes.fr,yes
Pantin,61929,cabinet@ville-pantin.fr,pantin.fr,unverified - general email not public; domain @ville-pantin.fr confirmed
Villejuif,60183,mairie@villejuif.fr,villejuif.fr,yes
Chambéry,59964,chambery@mairie-chambery.fr,https://www.chambery.fr/,api-lannuaire
Niort,59854,mairie@mairie-niort.fr,vivre-a-niort.com,yes
Fréjus,59719,s.courrier@ville-frejus.fr,https://www.ville-frejus.fr/,api-lannuaire
Neuilly-sur-Seine,59538,contact@ville-neuillysurseine.fr,neuillysurseine.fr,yes
Sarcelles,59173,mairie@sarcelles.fr,sarcelles.fr,yes
Saint-André,58885,communication@saint-andre.re,https://www.saint-andre.re/,api-lannuaire
Clamart,58576,mairie@clamart.fr,clamart.fr,yes
Lorient,58329,courrier@mairie-lorient.fr,lorient.fr,yes
Narbonne,57587,contact@mairie-narbonne.fr,narbonne.fr,yes
Bobigny,56927,courrier@ville-bobigny.fr,ville-bobigny.fr,yes
Meaux,56905,accueil@meaux.fr,ville-meaux.fr,yes
Maisons-Alfort,56799,cabinet@maisons-alfort.fr,maisons-alfort.fr,yes
Hyères,55858,mairie@ville-hyeres.fr,https://hyeres.fr/,api-lannuaire
Vannes,55790,mairie@mairie-vannes.fr,mairie-vannes.fr,yes
Beauvais,55550,mairie@beauvais.fr,beauvais.fr,yes
Saint-Louis,54941,secretariatdumaire@mairie-saint-louis.re,https://saintlouis.re/,api-lannuaire
La Roche-sur-Yon,54849,mairie@larochesuryon.fr,larochesuryon.fr,yes
Chelles,54620,contact@chelles.fr,chelles.fr,yes
Corbeil-Essonnes,54471,contact@mairie-corbeil-essonnes.fr,corbeil-essonnes.com,yes
Saint-Laurent-du-Maroni,54429,communication@saintlaurentdumaroni.fr,https://www.saintlaurentdumaroni.fr/,api-lannuaire
Cholet,54404,mairie@ville-cholet.fr,cholet.fr,yes
Bayonne,54306,contact@bayonne.fr,bayonne.fr,yes
Fontenay-sous-Bois,53757,cabinet@fontenay-sous-bois.fr,fontenay-sous-bois.fr,yes
Saint-Ouen-sur-Seine,53615,contact@mairie-saint-ouen.fr,saint-ouen.fr,unverified - pattern from domain
Cagnes-sur-Mer,53354,mairie@cagnes.fr,cagnes.fr,yes
Vaulx-en-Velin,53069,mairie@mairie-vaulxenvelin.fr,vaulx-en-velin.net,yes
Épinay-sur-Seine,52833,contact@epinay-sur-seine.fr,https://www.epinay-sur-seine.fr/,api-lannuaire
Saint-Quentin,52813,mairie@saint-quentin.fr,saint-quentin.fr,yes
Sartrouville,52763,accueil@sartrouville.fr,sartrouville.fr,yes
Sevran,52535,mairie@ville-sevran.fr,ville-sevran.fr,yes
Arles,51811,courrier@ville-arles.fr,ville-arles.fr,yes
Massy,51729,info@ville-massy.fr,ville-massy.fr,yes
Albi,51290,mairie@mairie-albi.fr,mairie-albi.fr,yes
Les Abymes,51055,contact@ville-des-abymes.fr,https://www.abymes.fr/,api-lannuaire
Gennevilliers,50979,contact@ville-gennevilliers.fr,ville-gennevilliers.fr,yes
Saint-Herblain,50973,contact@saint-herblain.fr,saint-herblain.fr,yes
Grasse,50970,mairie@ville-grasse.fr,grasse.fr,yes
Bondy,50595,mairie@ville-bondy.fr,ville-bondy.fr,yes
Les Sables-d'Olonne,49603,contact@lessablesdolonne.fr,https://www.lessablesdolonne.fr/,api-lannuaire
Laval,49400,accueil.cam@laval.fr,laval.fr,yes
Évreux,49360,proximite@evreux.fr,https://evreux.fr/,api-lannuaire
Saint-Priest,49229,courrier@saint-priest.fr,saint-priest.fr,yes
Suresnes,48956,mairie@ville-suresnes.fr,suresnes.fr,yes
Martigues,48298,le-maire@ville-martigues.fr,ville-martigues.fr,yes
Vincennes,48193,mairie@vincennes.fr,vincennes.fr,yes
Aubagne,47529,mairie@aubagne.fr,aubagne.fr,yes
Saint-Malo,47439,mairie@saint-malo.fr,saint-malo.fr,yes
Livry-Gargan,47228,mairie@livry-gargan.fr,livry-gargan.fr,yes
Blois,47219,contact@ville-blois.fr,blois.fr,yes
Rosny-sous-Bois,47180,contact@rosnysousbois.fr,rosnysousbois.fr,yes
La Courneuve,47167,regards@lacourneuve.fr,https://lacourneuve.fr,api-lannuaire
Brive-la-Gaillarde,47095,mairie@brive.fr,brive.fr,yes
Bastia,46867,mairie@bastia.corsica,bastia.corsica,yes
Talence,46338,info@talence.fr,http://www.talence.fr,api-lannuaire
Meudon,46334,accueil@mairie-meudon.fr,meudon.fr,yes
Montrouge,46324,mairie@ville-montrouge.fr,ville-montrouge.fr,yes
Alès,46125,contact@ville-ales.fr,https://www.ales.fr/,api-lannuaire
Carcassonne,46080,mairie@carcassonne.org,carcassonne.org,yes
Melun,45995,contact@ville-melun.fr,https://www.ville-melun.fr/,api-lannuaire
Choisy-le-Roi,45946,cabinet@choisyleroi.fr,choisyleroi.fr,yes
Saint-Germain-en-Laye,45931,accueil@saintgermainenlaye.fr,saintgermainenlaye.fr,yes
Belfort,45912,mairie@mairie-belfort.fr,mairie-belfort.fr,yes
Charleville-Mézières,45560,interieur@mairie-charlevillemezieres.fr,https://www.charleville-mezieres.fr/,api-lannuaire
Alfortville,45531,courrier@mairie-alfortville.fr,https://www.alfortville.fr/,api-lannuaire
Noisy-le-Sec,45510,contact@noisylesec.fr,noisylesec.fr,yes
Sète,45337,,https://www.sete.fr/,
Chalon-sur-Saône,45102,contact@chalonsursaone.fr,https://www.chalon.fr,api-lannuaire
Bagneux,44572,mairie@bagneux92.fr,bagneux92.fr,yes
Tarbes,44399,secr.gen@mairie-tarbes.fr,https://www.tarbes.fr/,api-lannuaire
Saint-Brieuc,44364,mairie@saint-brieuc.fr,saint-brieuc.fr,yes
Istres,44292,,https://www.istres.fr/,
Salon-de-Provence,44194,mairie@salon-de-provence.org,salondeprovence.fr,yes
Puteaux,44002,mairie@puteaux.fr,puteaux.fr,yes
Caluire-et-Cuire,43597,mairie@ville-caluire.fr,https://www.ville-caluire.fr/,api-lannuaire
Rezé,43556,administration@mairie-reze.fr,https://www.reze.fr/,api-lannuaire
Mantes-la-Jolie,43526,mairie@manteslajolie.fr,manteslajolie.fr,yes
Valenciennes,43468,contact@ville-valenciennes.fr,https://www.valenciennes.fr/,api-lannuaire
Anglet,43271,contact@anglet.fr,https://www.anglet.fr/,api-lannuaire
Bagnolet,43086,mairie@ville-bagnolet.fr;voirie-dgst@ville-bagnolet.fr,http://www.ville-bagnolet.fr,api-lannuaire
Bron,42982,accueil-mairie@ville-bron.fr,https://www.ville-bron.fr/,api-lannuaire
Châlons-en-Champagne,42971,mairie@chalonsenchampagne.fr,https://www.chalonsenchampagne.fr/ville,api-lannuaire
Châteauroux,42963,communication@chateauroux-metropole.fr,https://www.chateauroux-metropole.fr/,api-lannuaire
Arras,42875,nousecrire@ville-arras.fr,https://www.arras.fr/,api-lannuaire
Thionville,42658,contact@mairie-thionville.fr,https://www.thionville.fr,api-lannuaire
Villenave-d'Ornon,42545,maire@mairie-villenavedornon.fr,http://www.villenavedornon.fr,api-lannuaire
Castres,42505,mairie@ville-castres.fr,https://www.ville-castres.fr/,api-lannuaire
Bourg-en-Bresse,42372,mairie@bourgenbresse.fr,https://www.bourgenbresse.fr/,api-lannuaire
Gagny,42313,mairie@ville-gagny.fr,ville-gagny.fr,yes
Le Cannet,41938,contact@mairie-le-cannet.fr,https://www.lecannet.fr/,api-lannuaire
Angoulême,41908,angouleme@mairie-angouleme.fr,https://www.angouleme.fr/,api-lannuaire
Garges-lès-Gonesse,41791,,https://www.villedegarges.fr/,
Villepinte,41470,mairie@ville-villepinte.fr,http://www.ville-villepinte.fr,api-lannuaire
Stains,41388,contact@stains.fr,https://stains.fr/,api-lannuaire
Gap,41293,mairie@ville-gap.fr,https://www.ville-gap.fr/,api-lannuaire
Poissy,40983,courrier@ville-poissy.fr,https://www.ville-poissy.fr/,api-lannuaire
Colomiers,40882,contact@mairie-colomiers.fr,https://www.ville-colomiers.fr/1,api-lannuaire
Wattrelos,40847,mairie@ville-wattrelos.fr,ville-wattrelos.fr,yes
Draguignan,40826,mairie@ville-draguignan.fr,https://www.ville-draguignan.fr/,api-lannuaire
Compiègne,40761,courrier@mairie-compiegne.fr,https://www.agglo-compiegne.fr,api-lannuaire
Montélimar,40595,dgs@montelimar-agglo.fr,https://www.montelimar.fr/,api-lannuaire
Boulogne-sur-Mer,40539,mairie@ville-boulogne-sur-mer.fr,https://www.ville-boulogne-sur-mer.fr/,api-lannuaire
Douai,40250,contact@ville-douai.fr,https://www.douai.fr/,api-lannuaire
Marcq-en-Barœul,40184,mairie@marcq-en-baroeul.fr,https://www.marcq-en-baroeul.org/,api-lannuaire
Neuilly-sur-Marne,39800,site.ville@neuillysurmarne.fr,https://www.neuillysurmarne.fr,api-lannuaire
Le Lamentin,39400,contact@mairie-lelamentin.fr,https://www.mairie-lelamentin.fr/,api-lannuaire
Saint-Joseph,39207,courrier@saintjoseph.re,https://saintjoseph.re/,api-lannuaire
Pontault-Combault,39096,proconnect@pontault-combault.fr,https://www.pontault-combault.fr,api-lannuaire
Saint-Benoît,38604,communication@ville-saintbenoit.re,https://www.saint-benoit.re/,api-lannuaire
La Ciotat,38477,information@mairie-laciotat.fr,https://www.laciotat.com/,api-lannuaire
Joué-lès-Tours,38423,joue.contact@jouelestours.fr,https://www.jouelestours.fr/,api-lannuaire
Tremblay-en-France,38348,,https://www.tremblay-en-france.fr,
Chartres,38324,contact@ville-chartres.fr,https://www.chartres.fr/,api-lannuaire
Oullins-Pierre-Bénite,38168,accueil@pierrebenite.fr,https://www.pierrebenite.fr,api-lannuaire
Thonon-les-Bains,37928,mairie@ville-thonon.fr,https://www.ville-thonon.fr/,api-lannuaire
Franconville,37754,monsieurlemaire@ville-franconville.fr,https://www.ville-franconville.fr/,api-lannuaire
Saint-Martin-d'Hères,37695,contact-mairie@saintmartindheres.fr,https://www.saintmartindheres.fr/smh_sitep/,api-lannuaire
Annemasse,37628,accueil@annemasse.fr,https://www.annemasse.fr/,api-lannuaire
Savigny-sur-Orge,37601,contact@savigny.org,https://www.savigny.org/,api-lannuaire
Échirolles,37491,courrier@echirolles.fr,https://www.echirolles.fr/,api-lannuaire
Palaiseau,37471,contact@mairie-palaiseau.fr,https://www.ville-palaiseau.fr/,api-lannuaire
Romainville,37152,,http://www.ville-romainville.fr,
Saint-Raphaël,37113,monsieurlemaire@ville-saintraphael.fr,https://www.ville-saintraphael.fr/,api-lannuaire
Six-Fours-les-Plages,37109,doleances@mairie-six-fours.fr,https://www.ville-six-fours.fr,api-lannuaire
Sainte-Marie,37093,infomairie@ville-saintemarie.re,https://www.ville-saintemarie.re/,api-lannuaire
Conflans-Sainte-Honorine,36958,ville@mairie-conflans.fr,https://www.conflans-sainte-honorine.fr/,api-lannuaire
Vitrolles,36758,communication@ville-vitrolles13.fr,https://www.vitrolles13.fr/accueil/,api-lannuaire
Châtillon,36705,etat-civil@chatillon92.fr,https://ville-chatillon.fr,api-lannuaire
Meyzieu,36687,contact@meyzieu.fr,https://www.meyzieu.fr/,api-lannuaire
Athis-Mons,36613,,https://www.mairie-athis-mons.fr/,
La Possession,36568,courrier@lapossession.re,https://www.lapossession.re,api-lannuaire
Matoury,36512,cabinet@mairie-matoury.fr,,api-lannuaire
Bezons,36434,communication@mairie-bezons.fr,https://www.ville-bezons.fr/a-la-une/,api-lannuaire
Haguenau,36391,ecrire@agglo-haguenau.fr,https://www.haguenau.fr/fr,api-lannuaire
Creil,36301,info@mairie-creil.fr;urbanisme@mairie-creil.fr,https://www.creil.fr/,api-lannuaire
Villeneuve-Saint-Georges,36221,contactmairie@villeneuve-saint-georges.fr,https://www.villeneuve-saint-georges.fr/,api-lannuaire
Villefranche-sur-Saône,36172,contact@villefranche.net,https://www.villefranche.net/,api-lannuaire
Saint-Leu,36163,secretariat@mairie-saintleu.fr,https://www.saintleu.re/,api-lannuaire
Châtenay-Malabry,35825,infos@chatenay-malabry.fr,https://www.chatenay-malabry.fr/,api-lannuaire
Saint-Chamond,35646,,https://saint-chamond.fr/,
Sainte-Geneviève-des-Bois,35438,le-maire@sgdb91.com,https://www.sgdb91.com/,api-lannuaire
Roanne,35409,accueil@mairie-roanne.fr,https://www.aggloroanne.fr/,api-lannuaire
Le Perreux-sur-Marne,35260,contact@leperreux94.fr,https://www.leperreux94.fr/,api-lannuaire
Mâcon,35177,webmaster@ville-macon.fr,https://www.macon.fr,api-lannuaire
Auxerre,35097,mairie@auxerre.com,https://www.auxerre.fr/,api-lannuaire
Dumbéa,34926,courrier@ville-dumbea.nc,https://www.ville-dumbea.nc/,api-lannuaire
Schiltigheim,34708,communication@ville-schiltigheim.fr,https://www.ville-schiltigheim.fr/,api-lannuaire
Trappes,34689,courrier.dg@mairie-trappes.fr,https://www.trappes.fr,api-lannuaire
Les Mureaux,34632,nous.contacter@ville-lesmureaux.fr,https://www.lesmureaux.fr/,api-lannuaire
Houilles,33983,,https://www.ville-houilles.fr,
Le Port,33969,internet@ville-port.re,https://www.ville-port.re/,api-lannuaire
Marignane,33692,contact@ville-marignane.fr,https://www.marignane.fr/,api-lannuaire
Romans-sur-Isère,33464,contact@ville-romans26.fr,https://www.ville-romans.fr/,api-lannuaire
Villiers-sur-Marne,33162,ile@mairie-villiers94.com,https://www.villiers94.fr,api-lannuaire
Montluçon,33147,contact@mairie-montlucon.fr,https://www.montlucon.com/,api-lannuaire
Nevers,33085,,https://www.nevers.fr,
Lens,32920,info@mairie-lens.fr,https://villedelens.fr/,api-lannuaire
Thiais,32918,contact@ville-thiais.fr,https://www.ville-thiais.fr/,api-lannuaire
Saint-Médard-en-Jalles,32910,mairie@saint-medard-en-jalles.fr,https://www.saint-medard-en-jalles.fr/,api-lannuaire
Agen,32801,mairie.agen@agen.fr,https://www.agen.fr/,api-lannuaire
Montigny-le-Bretonneux,32465,mairie@montigny78.fr,http://www.montigny78.fr,api-lannuaire
Nogent-sur-Marne,32455,lesite@ville-nogentsurmarne.fr,https://ville-nogentsurmarne.com,api-lannuaire
Aix-les-Bains,32406,mairie@aixlesbains.fr,https://www.aixlesbains.fr/,api-lannuaire
Épinal,32251,mairie@epinal.fr,https://www.epinal.fr/,api-lannuaire
Saint-Laurent-du-Var,32172,cabinet.maire@saintlaurentduvar.fr,https://saintlaurentduvar.fr/,api-lannuaire
Koungou,32156,contact@koungou.fr,https://villedekoungou.fr,api-lannuaire
Pontoise,31970,,https://www.ville-pontoise.fr/,
Bègles,31831,contact@mairie-begles.fr,https://www.mairie-begles.fr,api-lannuaire
Plaisir,31811,plaisiravotreecoute@ville-plaisir.fr,http://www.ville-plaisir.fr,api-lannuaire
Herblay-sur-Seine,31779,mairie@herblay.fr,https://herblaysurseine.fr,api-lannuaire
Vienne,31778,accueil@mairie-vienne.fr,https://vienne.fr/,api-lannuaire
Carpentras,31619,mairie@carpentras.fr,https://www.carpentras.fr/accueil.html,api-lannuaire
Mont-de-Marsan,31592,mairie@montdemarsan.fr,http://www.montdemarsan.fr,api-lannuaire
Dreux,31543,contact@ville-dreux.fr,https://dreux.com/,api-lannuaire
Vigneux-sur-Seine,31466,monsieurlemaire@vigneux91.fr,https://www.vigneux91.fr,api-lannuaire
Rillieux-la-Pape,31389,contact@rillieuxlapape.fr,https://www.rillieuxlapape.fr,api-lannuaire
Goussainville,31301,communication@ville-goussainville.fr,https://www.ville-goussainville.fr/index.php,api-lannuaire
Ris-Orangis,31189,contact@ville-ris-orangis.fr,https://www.mairie-ris-orangis.fr/,api-lannuaire
L'Haÿ-les-Roses,31188,,https://www.lhaylesroses.fr/,
Saint-Martin,31160,,,
Savigny-le-Temple,31148,cabinet.du.maire@savigny-le-temple.fr,https://www.savigny-le-temple.fr/,api-lannuaire
Cambrai,31134,contact@villedecambrai.com,https://www.villedecambrai.com,api-lannuaire
Cachan,31103,,http://www.ville-cachan.fr,
Châtellerault,31003,webmaster@ville-chatellerault.fr,https://www.ville-chatellerault.fr/,api-lannuaire
Baie-Mahault,30924,contact@baiemahault.fr,https://www.baiemahault.fr/,api-lannuaire
Viry-Châtillon,30838,accueil@viry-chatillon.fr,http://www.viry-chatillon.fr,api-lannuaire
Le Chesnay-Rocquencourt,30689,mairie@lechesnay-rocquencourt.fr,https://www.lechesnay-rocquencourt.fr/,api-lannuaire
Menton,30604,mairie@ville-menton.fr,https://www.menton.fr/,api-lannuaire
Chatou,30598,mairie@mairie-chatou.fr,https://www.chatou.fr/,api-lannuaire
Malakoff,30557,mairie@ville-malakoff.fr,https://www.malakoff.fr/,api-lannuaire
La Garenne-Colombes,30197,accueil@lagarennecolombes.fr,https://www.lagarennecolombes.fr/,api-lannuaire
Tournefeuille,30168,accueil@mairie-tournefeuille.fr,https://www.mairie-tournefeuille.fr/,api-lannuaire
Bourgoin-Jallieu,30151,affaires.generales@bourgoinjallieu.fr,https://www.bourgoinjallieu.fr/,api-lannuaire
Draveil,30098,courrier@mairiedraveil.fr,http://www.draveil.fr,api-lannuaire
Liévin,30063,contact@lievin.fr,https://www.lievin.fr/,api-lannuaire
Villiers-le-Bel,30053,etatcivil@ville-villiers-le-bel.fr;urbanisme@ville-villiers-le-bel.fr;nouscontacter@ville-villiers-le-bel.fr,https://www.ville-villiers-le-bel.fr/2/accueil.htm,api-lannuaire
Vandœuvre-lès-Nancy,29942,contact@vandoeuvre.fr,https://www.vandoeuvre.fr/,api-lannuaire
Agde,29939,contact@ville-agde.fr,https://www.ville-agde.fr/,api-lannuaire
Décines-Charpieu,29877,mairie@mairie-decines.fr,https://www.decines-charpieu.fr/,api-lannuaire
Saint-Cloud,29855,accueil@saintcloud.fr,https://www.saintcloud.fr/,api-lannuaire
Faaa,29826,courrier@mairiefaaa.pf,https://www.faaa.pf,api-lannuaire
Villemomble,29795,cabinet@mairie-villemomble.fr,https://www.villemomble.fr/,api-lannuaire
Guyancourt,29778,,https://www.ville-guyancourt.fr/,
Orange,29706,accueil.guichet@ville-orange.fr,https://www.ville-orange.fr/,api-lannuaire
Fresnes,29528,,https://www.fresnes94.fr/,
Saint-Étienne-du-Rouvray,29518,accueilmairie@ser76.com,http://www.saintetiennedurouvray.fr,api-lannuaire
Ermont,29489,mairie@ville-ermont.fr,https://www.ermont.fr/,api-lannuaire
Clichy-sous-Bois,29354,accueil.hdv@clichysousbois.fr,https://clichy-sous-bois.fr,api-lannuaire
Vallauris,29259,groupecabmaire@vallauris.fr,https://www.vallauris-golfe-juan.fr/index.php,api-lannuaire
Périgueux,29055,contact@perigueux.fr,https://www.perigueux.fr,api-lannuaire
Sotteville-lès-Rouen,29003,mairie@mairie-sotteville-les-rouen.fr,http://www.mairie-sotteville-les-rouen.fr,api-lannuaire
Bois-Colombes,28909,bois-colombes@bois-colombes.com,https://www.bois-colombes.fr,api-lannuaire
Le Plessis-Robinson,28848,courrier@plessis-robinson.com,https://www.plessis-robinson.com,api-lannuaire
Charenton-le-Pont,28830,communication@charenton.fr,http://www.charentonlepont.fr,api-lannuaire
Punaauia,28781,mairiepunaauia@mairiedepunaauia.pf,http://www.punaauia.pf,api-lannuaire
Maubeuge,28767,,https://ville-maubeuge.fr/,
Montfermeil,28703,contact@ville-montfermeil.fr,https://www.ville-montfermeil.fr/page-daccueil/,api-lannuaire
Vanves,28622,services.municipaux@ville-vanves.fr,http://www.vanves.fr,api-lannuaire
Saint-Sébastien-sur-Loire,28596,communication@saintsebastien.fr,https://www.saintsebastien.fr,api-lannuaire
Orvault,28534,contact@mairie-orvault.fr,https://www.orvault.fr/,api-lannuaire
Dieppe,28496,mairie@mairie-dieppe.fr,https://www.dieppe.fr/,api-lannuaire
Soissons,28046,"contact@ville-soissons.fr,etatcivil@ville-soissons.fr",https://www.soissons.fr,api-lannuaire
Yerres,27906,comptecitoyen@yerres.fr,https://www.yerres.fr/,api-lannuaire
Illkirch-Graffenstaden,27872,contact@illkirch.eu,https://www.illkirch.eu/,api-lannuaire
Sucy-en-Brie,27764,,http://www.ville-sucy.fr,
Le Gosier,27757,courrier@villedugosier.fr,https://www.villedugosier.fr/,api-lannuaire
Rambouillet,27724,accueil@rambouillet.fr,https://www.rambouillet.fr/,api-lannuaire
Remire-Montjoly,27723,dudd@remiremontjoly.fr,https://remire-montjoly.fr/,api-lannuaire
Gonesse,27707,,https://www.ville-gonesse.fr/,
Païta,27609,secretariat.general@ville-paita.nc,https://paita.nc/,api-lannuaire
Blagnac,27604,contact@mairie-blagnac.fr,https://www.mairie-blagnac.fr/,api-lannuaire
Taverny,27593,,http://www.ville-taverny.fr,
La Teste-de-Buch,27566,mairie@latestedebuch.fr,http://www.latestedebuch.fr,api-lannuaire
Bussy-Saint-Georges,27498,cabinet@bussy-saint-georges.fr,https://www.bussysaintgeorges.fr/,api-lannuaire
Champs-sur-Marne,27451,courrier@ville-champssurmarne.fr,https://www.ville-champssurmarne.fr/,api-lannuaire
