city_name,population,email,website,email_verified
Colmar,69105,mairie@colmar.fr,colmar.fr,yes
Issy-les-Moulineaux,68451,accueil@ville-issy.fr,issy.com,yes
Noisy-le-Grand,68183,mairie@noisylegrand.fr,noisylegrand.fr,yes
Venissieux,65894,mairie@ville-venissieux.fr,ville-venissieux.fr,yes
Cergy,65177,mairie@cergy.fr,cergy.fr,yes
Bourges,64551,info@ville-bourges.fr,ville-bourges.fr,yes
Levallois-Perret,64379,contact@ville-levallois.fr,ville-levallois.fr,yes
La Seyne-sur-Mer,63936,mairie@la-seyne.fr,la-seyne.fr,yes
Pessac,63808,mairie@pessac.fr,pessac.fr,yes
Valence,63714,mairie@mairie-valence.fr,valence.fr,yes
Villeneuve-d-Ascq,63408,mairie@villeneuvedascq.fr,villeneuvedascq.fr,yes
Quimper,62985,mairie@quimper.bzh,quimper.bzh,yes
Antony,62570,communication@ville-antony.fr,ville-antony.fr,yes
Ivry-sur-Seine,62052,courrier@ivry94.fr,ivry94.fr,yes
Troyes,61652,relations.usagers@ville-troyes.fr,ville-troyes.fr,yes
Clichy,61070,cabinet@ville-clichy.fr,ville-clichy.fr,yes
Montauban,60810,mairie@ville-montauban.fr,ville-montauban.fr,yes
Neuilly-sur-Seine,60361,contact@ville-neuillysurseine.fr,neuillysurseine.fr,yes
Chambery,58919,mairie@mairie-chambery.fr,chambery.fr,yes
Niort,58707,mairie@mairie-niort.fr,vivre-a-niort.com,yes
Sarcelles,58587,mairie@sarcelles.fr,sarcelles.fr,yes
Pantin,57482,cabinet@ville-pantin.fr,pantin.fr,unverified - general email not public; domain @ville-pantin.fr confirmed
Lorient,57149,courrier@mairie-lorient.fr,lorient.fr,yes
Le Blanc-Mesnil,56783,mairie@blancmesnil.fr,blancmesnil.fr,yes
Beauvais,56254,mairie@beauvais.fr,beauvais.fr,yes
Maisons-Alfort,55655,cabinet@maisons-alfort.fr,maisons-alfort.fr,yes
Hyeres,55588,info@mairie-hyeres.com,hyeres.fr,yes
Epinay-sur-Seine,55084,mairie@epinay-sur-seine.fr,epinay-sur-seine.fr,yes
Meaux,54991,accueil@meaux.fr,ville-meaux.fr,yes
Chelles,54917,contact@chelles.fr,chelles.fr,yes
Villejuif,54753,mairie@villejuif.fr,villejuif.fr,yes
Narbonne,54700,contact@mairie-narbonne.fr,narbonne.fr,yes
La Roche-sur-Yon,54372,mairie@larochesuryon.fr,larochesuryon.fr,yes
Cholet,53917,mairie@ville-cholet.fr,cholet.fr,yes
Saint-Quentin,53816,mairie@saint-quentin.fr,saint-quentin.fr,yes
Bobigny,53640,courrier@ville-bobigny.fr,ville-bobigny.fr,yes
Bondy,53353,mairie@ville-bondy.fr,ville-bondy.fr,yes
Vannes,53352,mairie@mairie-vannes.fr,mairie-vannes.fr,yes
Clamart,52971,mairie@clamart.fr,clamart.fr,yes
Fontenay-sous-Bois,52939,cabinet@fontenay-sous-bois.fr,fontenay-sous-bois.fr,yes
Frejus,52672,mairie@frejus.fr,frejus.fr,yes
Arles,52548,courrier@ville-arles.fr,ville-arles.fr,yes
Sartrouville,51967,accueil@sartrouville.fr,sartrouville.fr,yes
Corbeil-Essonnes,51292,contact@mairie-corbeil-essonnes.fr,corbeil-essonnes.com,yes
Bayonne,51228,contact@bayonne.fr,bayonne.fr,yes
Sevran,51016,mairie@ville-sevran.fr,ville-sevran.fr,yes
Cagnes-sur-Mer,50928,mairie@cagnes.fr,cagnes.fr,yes
Massy,50833,info@ville-massy.fr,ville-massy.fr,yes
Grasse,50396,mairie@ville-grasse.fr,grasse.fr,yes
Montrouge,50260,mairie@ville-montrouge.fr,ville-montrouge.fr,yes
Vincennes,49891,mairie@vincennes.fr,vincennes.fr,yes
Laval,49728,accueil.cam@laval.fr,laval.fr,yes
Vaulx-en-Velin,49658,mairie@mairie-vaulxenvelin.fr,vaulx-en-velin.net,yes
Albi,48970,mairie@mairie-albi.fr,mairie-albi.fr,yes
Suresnes,48264,mairie@ville-suresnes.fr,suresnes.fr,yes
Martigues,48188,le-maire@ville-martigues.fr,ville-martigues.fr,yes
Evreux,47733,courrier@evreux.fr,evreux.fr,yes
Belfort,47656,mairie@mairie-belfort.fr,mairie-belfort.fr,yes
Brive-la-Gaillarde,46916,mairie@brive.fr,brive.fr,yes
Gennevilliers,46907,contact@ville-gennevilliers.fr,ville-gennevilliers.fr,yes
Charleville-Mezieres,46428,contact@charleville-mezieres.fr,charleville-mezieres.fr,yes
Saint-Herblain,46268,contact@saint-herblain.fr,saint-herblain.fr,yes
Aubagne,46268,mairie@aubagne.fr,aubagne.fr,yes
Saint-Priest,46207,courrier@saint-priest.fr,saint-priest.fr,yes
Rosny-sous-Bois,46207,contact@rosnysousbois.fr,rosnysousbois.fr,yes
Saint-Malo,46097,mairie@saint-malo.fr,saint-malo.fr,yes
Blois,46086,contact@ville-blois.fr,blois.fr,yes
Carcassonne,46031,mairie@carcassonne.org,carcassonne.org,yes
Bastia,45715,mairie@bastia.corsica,bastia.corsica,yes
Salon-de-Provence,45528,mairie@salon-de-provence.org,salondeprovence.fr,yes
Meudon,45352,accueil@mairie-meudon.fr,meudon.fr,yes
Choisy-le-Roi,45331,cabinet@choisyleroi.fr,choisyleroi.fr,yes
Chalon-sur-Saone,45096,courrier@chalonsursaone.fr,chalonsursaone.fr,yes
Saint-Germain-en-Laye,44753,accueil@saintgermainenlaye.fr,saintgermainenlaye.fr,yes
Chalons-en-Champagne,44753,mairie@chalons-en-champagne.net,chalons-en-champagne.net,yes
Puteaux,44645,mairie@puteaux.fr,puteaux.fr,yes
Livry-Gargan,44437,mairie@livry-gargan.fr,livry-gargan.fr,yes
Saint-Brieuc,44372,mairie@saint-brieuc.fr,saint-brieuc.fr,yes
Mantes-la-Jolie,44299,mairie@manteslajolie.fr,manteslajolie.fr,yes
Noisy-le-Sec,44136,contact@noisylesec.fr,noisylesec.fr,yes
Bagneux,44572,mairie@bagneux92.fr,bagneux92.fr,yes
Saint-Ouen-sur-Seine,51531,contact@mairie-saint-ouen.fr,saint-ouen.fr,unverified - pattern from domain
Gagny,40158,mairie@ville-gagny.fr,ville-gagny.fr,yes
Wattrelos,41197,mairie@ville-wattrelos.fr,ville-wattrelos.fr,yes
Saint-Raphael,35691,monsieurlemaire@ville-saintraphael.fr,ville-saintraphael.fr,yes
